Track,Race,RaceDate,PostTime,Gait,Condition,Purse,TCR,ClassTag,BasePoints,TCR_Points,Purse_Points,AdjustedPoints,ClassBand,SourceXML
RCR,2,2026-05-02,7:35 AM,PACE,"Maryland Preferred Claiming Handicap $7,500-$10,000 (Post positions drawn to base claiming price.) ROSECROFT Trackman Selections: 7-2-5-1 Phils Sun, Rose Run Zoar: Uncoupled per MRC. Driver Selections Russell Foster: #2 over #1",6000.0,80.0,Open/Preferred,85,8.0,0.5,94,Top,rcr20260502hmpXML.xml
RCR,3,2026-05-02,7:55 AM,PACE,"Maryland Preferred Non-Winners 2 Ext. PM Races or $12,500 Lifetime ROSECROFT Trackman Selections: 1-3-4-6 Lyons Wyatterp, Willie B: Uncoupled per MRC. Driver Selections Scott Scofield: #5 over #7",6500.0,73.0,Open/Preferred,85,7.300000000000001,0.6,93,Top,rcr20260502hmpXML.xml
RCR,4,2026-05-02,8:15 AM,PACE,"Maryland Preferred Non-Winners $2,500 Last 4 Starts ROSECROFT Trackman Selections: 5-4-6-2 Driver Selections Russell Foster: #2 over #8",6000.0,81.0,Open/Preferred,85,8.1,0.5,94,Top,rcr20260502hmpXML.xml
RCR,5,2026-05-02,8:35 AM,PACE,"Maryland Preferred Non-Winners $1,000 Last 4 Starts or TrackMaster Rating Less Than 70 ROSECROFT Trackman Selections: 2-3-1-5 Driver Selections Eric Davis: #6 over #2 Luck On The Beach: Scratched (Sick).",4500.0,76.0,Open/Preferred,85,7.6000000000000005,0.2,93,Top,rcr20260502hmpXML.xml
RCR,6,2026-05-02,8:55 AM,PACE,"Maryland Preferred Non-Winners $2,800 Last 4 Starts ROSECROFT Trackman Selections: 3-7-2-4 Shakas Pride, Everything B Cool: Uncoupled per MRC. Driver Selections Eric Davis: #3 over #1, #8 Lucas Myers: #4 over #5",6000.0,82.0,Open/Preferred,85,8.200000000000001,0.5,94,Top,rcr20260502hmpXML.xml
RCR,7,2026-05-02,9:15 AM,PACE,Maryland Preferred Winners of 2 but Not More Than 3 Ext. PM Races Lifetime ROSECROFT Trackman Selections: 7-1-3-4 Driver Selections Roger Plante Jr.: #7 over #2,7500.0,76.0,Open/Preferred,85,7.6000000000000005,0.9,94,Top,rcr20260502hmpXML.xml
RCR,8,2026-05-02,9:35 AM,PACE,"Maryland Preferred Non-Winners $4,000 Last 4 Starts or $30,000 in 2025-26 (20 starts required) Also Eligible: TrackMaster Rating Less Than 77 Optional Claiming: $15,000 ROSECROFT Trackman Selections: 6-2-3-4 Driver Selections Russell Foster: #6",7500.0,82.0,Open/Preferred,85,8.200000000000001,0.9,94,Top,rcr20260502hmpXML.xml
RCR,9,2026-05-02,9:55 AM,PACE,"Maryland Preferred Non-Winners $6,000 Last 4 Starts Optional Claiming: $20,000 Also Eligible: Non-Winners $9,000 Last 4 Starts (drawn for outside posts) ROSECROFT Trackman Selections: 6-5-7-9 Driver Selections Russell Foster: #6 over #8",9500.0,88.0,Open/Preferred,85,8.8,1.0,95,Top,rcr20260502hmpXML.xml
RCR,10,2026-05-02,10:15 AM,PACE,"Maryland Preferred Non-Winners $4,300 Last 4 Starts or $30,000 in 2025-26 (20 starts required) Also Eligible: NW 6 Ext. PM Races Lifetime Optional Claiming: $15,000 ROSECROFT Trackman Selections: 7-9-5-2 Poseidon Deo, R N B Band: Uncoupled per MRC.",7500.0,85.0,Open/Preferred,85,8.5,0.9,94,Top,rcr20260502hmpXML.xml
STGA,1,2026-05-02,12:00 PM,PACE,"$7,500 Claiming Allowance Non-Winners last 3 starts SARATOGA",5950.0,76.0,Claimer,55,7.6000000000000005,0.18181818181818182,63,Mid,stg20260502hmpXML.xml
STGA,2,2026-05-02,12:20 PM,PACE,"Colts & Geldings - Non-Winners $2,500 last 5 starts Non-Winners last 3 Allowed $500 AE: N/W $7,500 or 1 Ext P-M race in 2026 (Min 10 starts) or $5,000 in 2025-26 SARATOGA",6200.0,82.0,NW Condition,60,8.200000000000001,0.36363636363636365,69,Mid,stg20260502hmpXML.xml
STGA,3,2026-05-02,12:40 PM,PACE,"Colts & Geldings - Non-Winners $5,000 last 5 starts Non-Winners last 3 Allowed $1,000 AE: N/W $12,500 or 2 Ext. P-M races in 2026 (Min 10 starts) Opt. Clm. Alw. $12,000 SARATOGA",9000.0,83.0,NW Condition,60,8.3,0.5454545454545454,69,Mid,stg20260502hmpXML.xml
STGA,4,2026-05-02,1:00 AM,PACE,"$12,500 Claiming Allowance SARATOGA",11000.0,81.0,Claimer,55,8.1,0.6363636363636364,64,Mid,stg20260502hmpXML.xml
STGA,5,2026-05-02,1:20 AM,PACE,"Colts & Geldings - Winners of 2 but not more than 5 Ext. P-M races or $55,000 life Opt Clm. Alw. $15,000 for N/W 9 Ext. P-M races or $85,000 life. (NY Breds Allowed 1 win and $10,000 life) (Winners of consecutive starts in this class or higher Inel)",11750.0,78.0,NW Condition,60,7.800000000000001,0.7272727272727273,69,Mid,stg20260502hmpXML.xml
STGA,6,2026-05-02,1:40 AM,PACE,Winners Over / Open Handicap W/O Posts 1-7 Open Post 8 SARATOGA,18000.0,92.0,Open/Preferred,85,9.200000000000001,1.0,95,Top,stg20260502hmpXML.xml
STGA,7,2026-05-02,2:00 AM,PACE,"Non-Winners $10,000 last 5 starts AE: Non-Winners 9 Ext. P-M races or $105,000 life (NY Breds Allowed 1 win and $10,000 life) Opt. Clm. Alw. $25,000 SARATOGA IDEALOFADAY - First Time Lasix",14500.0,87.0,"High (Unknown, purse≥13k)",85,8.700000000000001,0.9090909090909091,95,Top,stg20260502hmpXML.xml
STGA,8,2026-05-02,2:20 AM,PACE,"$7,500 Claiming Allowance SARATOGA",7300.0,77.0,Claimer,55,7.7,0.45454545454545453,63,Mid,stg20260502hmpXML.xml
STGA,9,2026-05-02,2:40 AM,PACE,"$7,500 Claiming Allowance Non-Winners last 3 starts SARATOGA",5950.0,76.0,Claimer,55,7.6000000000000005,0.18181818181818182,63,Mid,stg20260502hmpXML.xml
STGA,10,2026-05-02,3:00 AM,PACE,"Colts & Geldings - Non-Winners $2,500 last 5 starts Non-Winners last 3 Allowed $500 AE: N/W $7,500 or 1 Ext P-M race in 2026 (Min 10 starts) or $5,000 in 2025-26 SARATOGA",6200.0,78.0,NW Condition,60,7.800000000000001,0.36363636363636365,68,Mid,stg20260502hmpXML.xml
STGA,11,2026-05-02,3:20 AM,PACE,"Non-Winners $7,500 last 5 starts Non-Winners last 3 Allowed $500 AE: Non-Winners 7 Ext. P-M races or $70,000 life (NY Breds Allowed 1 win and $10,000 life) Opt. Clm. Alw. $17,500 SARATOGA",13000.0,84.0,"High (Unknown, purse≥13k)",85,8.4,0.8181818181818182,94,Top,stg20260502hmpXML.xml
TGDN,1,2026-05-02,5:15 AM,PACE,"Fillies & Mares Non-Winners of 2 (NY owned or bred 3) PM Races or $22,500 Lifetime. Line(s) not available at time of publication: #1-BLUE JEAN",8500.0,68.0,"Mid (Unknown, purse 7k–12.9k)",60,6.800000000000001,0.8,68,Mid,tgd20260502hmpXML.xml
TGDN,2,2026-05-02,5:35 AM,PACE,"Non-Winners of 2 (NY owned or bred 3) PM Races or $22,500 Lifetime BOYD 5 OVER 3/6/7",8500.0,67.0,"Mid (Unknown, purse 7k–12.9k)",60,6.7,0.8,68,Mid,tgd20260502hmpXML.xml
TGDN,3,2026-05-02,5:55 AM,PACE,"Fillies & Mares - Claiming Handicap $5,000 - $7,500 (Plus Allowances)",6000.0,72.0,Claimer,55,7.2,0.4,63,Mid,tgd20260502hmpXML.xml
TGDN,4,2026-05-02,6:15 AM,TROT,"Non-Winners $8,001  Last 4 Starts BOYD 1 OVER 3",10000.0,86.0,"Mid (Unknown, purse 7k–12.9k)",60,8.6,0.9,70,Mid,tgd20260502hmpXML.xml
TGDN,5,2026-05-02,7:25 AM,PACE,"Fillies & Mares Non-Winners $4,501 Last 4 Starts or Non-Winners of 4 (NY O/S 5) PM Races Lifetime AE: TM Rating 75 or less AE: Claiming Price $15,000 (Plus Allowances) BOYD 4 OVER 6",8500.0,80.0,Claimer,55,8.0,0.8,64,Mid,tgd20260502hmpXML.xml
TGDN,6,2026-05-02,7:45 AM,TROT,"Non-Winners $1,501 Last 4 Starts AE: TM Rating 72 or less AE: Claiming Price $6,000 (Plus Allowances) PANTALEANO 8 OVER 3",6000.0,72.0,Claimer,55,7.2,0.4,63,Mid,tgd20260502hmpXML.xml
TGDN,7,2026-05-02,8:05 AM,TROT,"Non-Winners $10,001 Last 4 Starts AE: TM Rating 87.5 or less draw outside",11000.0,86.0,"Mid (Unknown, purse 7k–12.9k)",60,8.6,1.0,70,Mid,tgd20260502hmpXML.xml
TGDN,8,2026-05-02,8:25 AM,PACE,"Fillies & Mares Non-Winners $1,501 Last 4 Starts (Non-Winners of a race in 2026 allowed $100) AE: Claiming Price $6,000 (Plus Allowances) WARREN 6 OVER 3",6000.0,69.0,Claimer,55,6.9,0.4,62,Mid,tgd20260502hmpXML.xml
TGDN,9,2026-05-02,8:45 AM,PACE,"Fillies & Mares Non-Winners $3,001 Last 4 Starts AE: Claiming Pirce $10,000 (Plus Allowances) BOYD 7 OVER 9 WARREN 8 OVER 2/3",7000.0,77.0,Claimer,55,7.7,0.5,63,Mid,tgd20260502hmpXML.xml
TGDN,10,2026-05-02,9:05 AM,TROT,"Non-Winners $1,501 Last 4 Starts AE: TM Rating 72 or less AE: Claiming Price $6,000 (Plus Allowances) PANTALEANO 6 OVER 4",6000.0,79.0,Claimer,55,7.9,0.4,63,Mid,tgd20260502hmpXML.xml
VD,1,2026-05-02,5:05 AM,PACE,"Horse & Geldings N/W 1 (N/W L3 or NY Owned or Sired 2) PM Races or $5,000 Life",4000.0,56.0,NW Condition,60,5.6000000000000005,0.5,66,Mid,vdx20260502hmpXML.xml
VD,2,2026-05-02,5:25 AM,PACE,"N/W $2,501 Last 5 Starts (N/W L3 allowed $500) AE: N/W 5 (N/W L3 or NY Owned or Sired 6) PM Races or $25,000 life AE: Winners Base Class N/W $1,750 or less L/S or TMR 75 (N/W L3 75.5/2L5 76.75) or less- Opt. Clm. $10,000",5500.0,74.0,NW Condition,60,7.4,0.9166666666666666,68,Mid,vdx20260502hmpXML.xml
VD,3,2026-05-02,5:45 AM,TROT,"N/W 1 (N/W L3, F& M or NY Owned or Sired 2) PM Races or $5,000 Life (Field size limited to 8)",4000.0,69.0,NW Condition,60,6.9,0.5,67,Mid,vdx20260502hmpXML.xml
VD,4,2026-05-02,6:05 AM,TROT,"N/W $1,251 Last 5 Starts AE: TM Rating 68 (N/W L3 68.5/2L5 69) or less Winner this class or higher Last Start ineligible AE: Winners of 1 not more than 3 PM Races Lifetime Opt. Clm. $5,000",4000.0,70.0,NW Condition,60,7.0,0.5,68,Mid,vdx20260502hmpXML.xml
VD,5,2026-05-02,6:25 AM,TROT,"N/W 1 (N/W L3, F& M or NY Owned or Sired 2) PM Races or $5,000 Life (Field size limited to 8)",4000.0,58.0,NW Condition,60,5.800000000000001,0.5,66,Mid,vdx20260502hmpXML.xml
VD,6,2026-05-02,7:20 AM,TROT,"N/W $1,251 Last 5 Starts AE: TM Rating 68 (N/W L3 68.5/2L5 69) or less Winner this class or higher Last Start ineligible AE: Winners of 1 not more than 3 PM Races Lifetime Opt. Clm. $5,000",4000.0,76.0,NW Condition,60,7.6000000000000005,0.5,68,Mid,vdx20260502hmpXML.xml
VD,7,2026-05-02,7:40 AM,PACE,"N/W $2,501 Last 5 Starts (N/W L3 allowed $500) AE: N/W 5 (N/W L3 or NY Owned or Sired 6) PM Races or $25,000 Life AE: Winners Base Class N/W $1,751 or less L/S or TMR 75 (N/W L3 75.5/2L5 76.75) or less- Opt. Clm. $10,000",5500.0,82.0,NW Condition,60,8.200000000000001,0.9166666666666666,69,Mid,vdx20260502hmpXML.xml
VD,8,2026-05-02,8:00 AM,TROT,"N/W $1,751 Last 5 Starts (F& M or N/W L3 allowed $250) AE: N/W 3 (N/W L3 , F& M or NY Owned or Sired 4) PM Races or $15k Life AE: Winners Base Class N/W $1,251 or less Last Start or TM Rating 71.5 (N/W L3 72/2L5 72.8) or less Opt. Clm. $7,000",4500.0,75.0,NW Condition,60,7.5,0.6666666666666666,68,Mid,vdx20260502hmpXML.xml
VD,9,2026-05-02,8:20 AM,PACE,OPEN (May Be Handicapped - 6 horses may be required),8500.0,85.0,Open/Preferred,85,8.5,1.0,94,Top,vdx20260502hmpXML.xml
VD,10,2026-05-02,8:40 AM,PACE,"N/W $1,751 Last 5 Starts (N/W L3 allowed $250) AE: N/W 3 (N/W L3 or NY Owned or Sired 4) PM Races or $15,000 Life AE: Winners Base Class N/W $1,251 or less Last Start or TM Rating 72 (N/W L3 72.5/2L5 73) or less  - Opt. Clm. $7,000",4500.0,74.0,NW Condition,60,7.4,0.6666666666666666,68,Mid,vdx20260502hmpXML.xml
VD,11,2026-05-02,9:00 AM,PACE,"N/W $1,251 in Last 5 Starts AE: TM Rating 69 (N/W L3 69.5/2L5 70.15) or less AE: Winners Base Class N/W $1,000 or less Last Start Winner this class or higher Last Start ineligible Opt. Clm. $5,000",4000.0,74.0,NW Condition,60,7.4,0.5,68,Mid,vdx20260502hmpXML.xml
VD,12,2026-05-02,9:20 AM,TROT,"N/W $2,501 Last 5 Starts (F& M or N/W L3 allowed $500) AE: N/W 5 (N/W L3, F& M or NY Owned or Sired 6) PM Races or $25k Life AE: Winners Base Class N/W $1,751 or less Last Start or TM Rating 74.5 (N/W L3 75/2L5 75.5) or less Opt. Clm. $10,000",5500.0,76.0,NW Condition,60,7.6000000000000005,0.9166666666666666,69,Mid,vdx20260502hmpXML.xml
WBSB,1,2026-05-02,6:30 AM,PACE,"NW $6,000 LAST 4 STARTS OR NW $16,250 LAST 8 STARTS. AE: STARTER FOR PURSE OF $10,000 OR LESS L2. AE: OS 4YO NW $5,000 L3.",16000.0,85.0,NW Condition,60,8.5,0.3333333333333333,69,Mid,wbs20260502hmpXML.xml
WBSB,2,2026-05-02,7:15 AM,PACE,"NW $13,000 LAST 4 STARTS OR NW $33,500 LAST 8 STARTS.",26000.0,90.0,NW Condition,60,9.0,0.9166666666666666,70,Mid,wbs20260502hmpXML.xml
WBSB,3,2026-05-02,7:39 AM,PACE,"5 YEAR OLDS & YOUNGER, WINNERS OF 3 BUT NOT MORE THAN 5 RACES OR $100,000 LIFETIME. AE: 4 YR OLDS NW $25,000 LAST 4 STARTS.",24000.0,86.0,NW Condition,60,8.6,0.75,69,Mid,wbs20260502hmpXML.xml
WBSB,4,2026-05-02,8:03 AM,PACE,"POP UP SERIES: FILLIES & MARES, STARTERS FOR PURSE OF $12,500 OR LESS IN 2026 (W/O $50,000 IN 2026 N/E). LEG 1.",16000.0,79.0,"High (Unknown, purse≥13k)",85,7.9,0.3333333333333333,93,Top,wbs20260502hmpXML.xml
WBSB,5,2026-05-02,8:27 AM,PACE,"4 YEAR OLDS & YOUNGER NW $15,000 (ON SIRED $18,750) LIFETIME.",19000.0,69.0,NW Condition,60,6.9,0.4166666666666667,67,Mid,wbs20260502hmpXML.xml
WBSB,6,2026-05-02,8:51 AM,PACE,"5 YEAR OLDS & YOUNGER, NW 2 RACES OR $30,000 (OS $37,500) LIFETIME.",20000.0,75.0,NW Condition,60,7.5,0.5,68,Mid,wbs20260502hmpXML.xml
WBSB,7,2026-05-02,9:15 AM,PACE,"FILLIES & MARES, NW $14,000 LAST 4 STARTS OR NW $24,000 LAST 8 STARTS. AE: OPT. CLM. $70,000. AE: NW $120,000 LIFETIME.",26000.0,82.0,NW Condition,60,8.200000000000001,0.9166666666666666,69,Mid,wbs20260502hmpXML.xml
WBSB,8,2026-05-02,9:39 AM,PACE,"NW $6,000 LAST 4 STARTS OR NW $16,250 LAST 8 STARTS. AE: STARTER FOR PURSE OF $10,000 OR LESS L2. AE: OS 4YO NW $5,000 L3.",16000.0,85.0,NW Condition,60,8.5,0.3333333333333333,69,Mid,wbs20260502hmpXML.xml
WBSB,9,2026-05-02,10:03 AM,PACE,OPEN.,40000.0,93.0,Open/Preferred,85,9.3,1.0,95,Top,wbs20260502hmpXML.xml
WBSB,10,2026-05-02,10:27 AM,PACE,"NW $9,000 LAST 4 STARTS OR NW $22,000 LAST 8 STARTS. AE: OPT. CLM. $50,000.",22000.0,87.0,NW Condition,60,8.700000000000001,0.6666666666666666,69,Mid,wbs20260502hmpXML.xml
WBSB,11,2026-05-02,10:51 AM,PACE,"POP UP SERIES: FILLIES & MARES, STARTERS FOR PURSE OF $12,500 OR LESS IN 2026 (W/O $50,000 IN 2026 N/E). LEG 1.",16000.0,79.0,"High (Unknown, purse≥13k)",85,7.9,0.3333333333333333,93,Top,wbs20260502hmpXML.xml
WBSB,12,2026-05-02,11:15 AM,PACE,"5 YEAR OLDS & YOUNGER, NW 3 RACES OR $50,000 (OS $62,500) LIFETIME. AE: OS 4 YR OLDS N/A $2,190 P/S IN 2025-26.",22000.0,81.0,NW Condition,60,8.1,0.6666666666666666,69,Mid,wbs20260502hmpXML.xml
WDSTK,1,2026-05-02,1:05 AM,TROT,Aged Breeders Fund- (Mares) NO. 1 & NO. 4 N. LISI TRAINS A. LISI OWNS RACE UNCOUPLED BY VRC APPROVAL F. PAQUET JR PICKED 3 OVER 1,20000.0,78.0,Stakes,80,7.800000000000001,1.0,89,High,wds20260502hmpXML.xml
WDSTK,2,2026-05-02,1:23 AM,TROT,"6 Year & Under - NW 2 (VA & FM 3) PM Races or $15,000 (VA & FM $18,750) Lifetime. (NW 1 PM drawn inside) $2 WIN, PLACE & SHOW NO. 2 VIRGINIA BELLE FIRST TIME LASIX",6000.0,58.0,NW Condition,60,5.800000000000001,0.5333333333333333,66,Mid,wds20260502hmpXML.xml
WDSTK,3,2026-05-02,1:41 AM,TROT,Aged Breeders Fund (H& G) NO. 1 & NO. 3 G. MESSENGER TRAINS S. WOOGEN OWNS RACE UNCOUPLED BY VRC APPROVAL,20000.0,77.0,Stakes,80,7.7,1.0,89,High,wds20260502hmpXML.xml
WDSTK,4,2026-05-02,1:59 AM,PACE,"Fillies and Mares Non Winners 2 (VA 3) PM Races or $15,000 (VA $18,750) Life. $2 WIN, PLACE & SHOW",6000.0,65.0,"Low (Unknown, purse<7k)",10,6.5,0.5333333333333333,17,Low,wds20260502hmpXML.xml
WDSTK,5,2026-05-02,2:17 AM,PACE,Aged Breeders Fund (H& G) NO. 4 & NO. 6 CH. MYERS OWNS CH. MYERS OWNS (IN PARTNERSHIP) RACE UNCOUPLED BY VRC APPROVAL C. MYERS PICKED 6 OVER 3,20000.0,79.0,Stakes,80,7.9,1.0,89,High,wds20260502hmpXML.xml
WDSTK,6,2026-05-02,2:35 AM,PACE,"NW $3,500 (VA & FM $4,375) Last 4 Starts or TM of 74 or Less (VA & FM 76). AE: NW 6 (VA & FM 7) PM Races Life. Opt. Claim $10,000 $2 WIN, PLACE & SHOW",6750.0,77.0,Claimer,55,7.7,0.6,63,Mid,wds20260502hmpXML.xml
WDSTK,7,2026-05-02,2:53 AM,PACE,Aged Breeders Fund -(Mares) W. R. CARTER PICKED 6 OVER 7,20000.0,74.0,Stakes,80,7.4,1.0,88,High,wds20260502hmpXML.xml
WDSTK,8,2026-05-02,3:11 AM,PACE,"NW $5,000(VA & FM $6,250) Last 4 Starts or 7 (VA & FM 8) PM races life AE: TM of 76 or Less (VA & FM 78).Opt. Claim $15,000 $2 WIN, PLACE & SHOW NOS. 1 & 5 AND NOS. 3 & 6 RACE WITH COMMON TRAINERS AND/OR OWNERS RACE UNCOUPLED BY VRC APPROVAL",8000.0,79.0,Claimer,55,7.9,0.6666666666666666,64,Mid,wds20260502hmpXML.xml
WDSTK,9,2026-05-02,3:29 AM,PACE,"Open Handicap (PP 1-6 Assigned) $2 WIN, PLACE & SHOW NOS. 2 & 6 AND NOS. 3 & 5 RACE WITH COMMON TRAINERS AND/OR OWNERS RACE UNCOUPLED BY VRC APPROVAL C. BRADEN PICKED 6 OVER 1",10000.0,89.0,Open/Preferred,85,8.9,0.7333333333333333,95,Top,wds20260502hmpXML.xml
WDSTK,10,2026-05-02,3:47 AM,PACE,"6 Year Old & Under -NW 1 (VA & FM 2) PM Race or $5,000 (VA & FM $6,250) Lifetime. (Maidens drawn inside) $2 WIN, PLACE & SHOW F. PAQUET JR PICKED 4 OVER 6",5000.0,61.0,NW Condition,60,6.1000000000000005,0.26666666666666666,66,Mid,wds20260502hmpXML.xml
WDSTK,11,2026-05-02,4:05 AM,PACE,"NW $1,500 (VA & FM $2,200) Last 4 Starts. or TM Rating  70.80 or Less (VA & FM 72). Starters in class higher than NW $3500 last start or winner this class last start ineligible. Opt. Claim $6000 $2 WIN, PLACE & SHOW L. MYERS PICKED 6 OVER 2 & 7",5000.0,70.0,Claimer,55,7.0,0.26666666666666666,62,Mid,wds20260502hmpXML.xml
WDSTK,12,2026-05-02,4:23 AM,TROT,"6 Year & Under - NW 2 (VA & FM 3) PM Races or $15,000 (VA & FM $18,750) Lifetime. (NW 1 PM drawn  inside) $2 WIN, PLACE & SHOW F. PAQUET JR PICKED 4 OVER 5",6000.0,66.0,NW Condition,60,6.6000000000000005,0.5333333333333333,67,Mid,wds20260502hmpXML.xml
WDSTK,13,2026-05-02,4:41 AM,PACE,"NW $1,500 (VA & FM $2,200) Last 4 Starts. or TM Rating  70.80 or Less (VA & FM 72). Starters in class higher than NW $3500 last start or winner this class last start ineligible. Opt. Claim $6000 $2 WIN, PLACE & SHOW C. MYERS PICKED 2 OVER 7",5000.0,72.0,Claimer,55,7.2,0.26666666666666666,62,Mid,wds20260502hmpXML.xml
WDSTK,14,2026-05-02,4:59 AM,TROT,"6 Year & Under - NW 2 (VA & FM 3) PM Races or $15,000 (VA & FM $18,750) Lifetime. (NW 1 PM drawn inside) $2 WIN, PLACE & SHOW C. BRADEN PICKED 3 OVER 6",6000.0,59.0,NW Condition,60,5.9,0.5333333333333333,66,Mid,wds20260502hmpXML.xml
WDSTK,15,2026-05-02,5:17 AM,PACE,"NW $1,500 (VA & FM $2,200) Last 4 Starts. or TM Rating  70.80 or Less (VA & FM 72). Starters in class higher than NW $3500 last start or winner this class last start ineligible.    Opt. Claim $6000",5000.0,73.0,Claimer,55,7.300000000000001,0.26666666666666666,63,Mid,wds20260502hmpXML.xml
YR,1,2026-05-02,3:30 AM,PACE,"F& M CLAIMING ALLOWANCE $20,000 (L) TREATED WITH LASIX",16000.0,80.0,Claimer,55,8.0,0.5555555555555556,64,Mid,yrx20260502hmpXML.xml
YR,2,2026-05-02,3:50 AM,PACE,"3-6 YEAR OLD CLAIMING ALLOWANCE $20,000 (L) TREATED WITH LASIX",16000.0,84.0,Claimer,55,8.4,0.5555555555555556,64,Mid,yrx20260502hmpXML.xml
YR,3,2026-05-02,4:10 AM,PACE,"3-5 YO F& M WINNERS OF 2 BUT NOT MORE THAN 4 P-M RACES OR $60,000 LT AE: NW 2 P-M RACES OR $30,000 LT DRAW INSIDE. (L) TREATED WITH LASIX",19000.0,82.0,NW Condition,60,8.200000000000001,0.8888888888888888,69,Mid,yrx20260502hmpXML.xml
YR,4,2026-05-02,4:30 AM,TROT,"3-5 YO NW 2 P-M RACES OR $43,426 LT NO. 1 ACOUSTIC BLUE CHIP - FIRST TIME LASIX (L) TREATED WITH LASIX",17000.0,74.0,NW Condition,60,7.4,0.6666666666666666,68,Mid,yrx20260502hmpXML.xml
YR,5,2026-05-02,4:50 AM,TROT,"3-5 YO WINNERS OF 5 BUT NOT MORE THAN 7 P-M RACES OR $90,000 LT AE: WINNERS OF 2 BUT NOT MORE THAN 4 P-M RACES OR $60,000 LT DRAW INSIDE (L) TREATED WITH LASIX",22000.0,85.0,"High (Unknown, purse≥13k)",85,8.5,1.0,94,Top,yrx20260502hmpXML.xml
YR,6,2026-05-02,5:10 AM,PACE,"3-6 YEAR OLD CLAIMING ALLOWANCE $20,000 (L) TREATED WITH LASIX",16000.0,83.0,Claimer,55,8.3,0.5555555555555556,64,Mid,yrx20260502hmpXML.xml
YR,7,2026-05-02,5:30 AM,TROT,"3-5 YO WINNERS OF 2 BUT NOT MORE THAN 4 P-M RACES OR $60,000 LT. (L) TREATED WITH LASIX",19000.0,79.0,"High (Unknown, purse≥13k)",85,7.9,0.8888888888888888,94,Top,yrx20260502hmpXML.xml
YR,8,2026-05-02,5:50 AM,PACE,"CLAIMING ALLOWANCE $20,000. (L) TREATED WITH LASIX",16000.0,83.0,Claimer,55,8.3,0.5555555555555556,64,Mid,yrx20260502hmpXML.xml
YR,9,2026-05-02,6:10 AM,PACE,"CLAIMING ALLOWANCE $15,000. SCRATCHED: BLACK HAWK JOE A (JUDGES) (L) TREATED WITH LASIX",15000.0,81.0,Claimer,55,8.1,0.1111111111111111,63,Mid,yrx20260502hmpXML.xml
